"workerid","IRIPT","IRIEC","ERQApp","ERQSupp","LSAS","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","reactionTime","utteranceID","occludeUtterance","occludeWheel","happy","sad","anger","surprise","disgust","fear","content","disapp","EV","PE","absPE"
136,14,16,21,12,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.665,18892,10,0,0,1,7,6,2,7,8,3,7,26.4,-26.4,26.4
46,4,4,20,8,13,24,20,60,90,0.33,0.2,0.47,90,0.47,0.735,26488,3,0,0,9,1,1,1,1,1,9,1,60.9,29.1,29.1
118,6,11,23,21,10,1,0,30,60,0.38,0.36,0.26,0,0.38,0.103,15217,1,1,0,1,9,9,3,9,1,1,9,26.4,-26.4,26.4
4,19,19,17,13,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.362,14285,9,1,0,6,1,1,6,1,1,6,1,68.95,1.05,1.05
89,18,20,21,9,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.572,21425,3,0,0,8,1,1,7,1,1,8,1,57.9,2.1,2.1
42,16,20,20,10,11,47,55,70,85,0.28,0.51,0.21,70,0.51,0.483,17025,8,1,0,9,1,1,9,1,1,9,1,68.95,1.05,1.05
139,16,15,11,25,14,12,20,45,70,0.4,0.34,0.26,70,0.26,0.233,26607,5,0,1,2,7,7,6,6,4,2,7,41.5,28.5,28.5
50,18,20,24,4,8,24,20,60,90,0.33,0.2,0.47,90,0.47,0.487,19472,3,0,1,9,1,1,9,1,1,9,1,60.9,29.1,29.1
131,13,14,21,18,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.422,26497,10,0,0,3,3,2,3,2,1,5,6,26.4,-26.4,26.4
6,16,10,20,16,10,32,45,60,90,0.52,0.29,0.19,60,0.29,0.61,20162,9,0,0,3,6,2,4,7,1,4,8,57.9,2.1,2.1
18,12,18,23,14,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.14,19222,7,1,0,4,2,1,3,6,2,4,8,51.45,-26.45,26.45
145,13,12,16,21,11,1,0,30,60,0.38,0.36,0.26,0,0.38,0.185,27853,9,0,1,4,4,3,3,6,2,2,7,26.4,-26.4,26.4
57,13,13,20,14,0,14,30,50,95,0.33,0.29,0.38,50,0.29,0.801,24326,7,0,1,1,2,3,3,4,3,1,7,60.5,-10.5,10.5
36,16,15,23,15,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.326,15125,1,1,0,6,2,1,4,2,1,7,3,57.9,2.1,2.1
116,10,9,21,19,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.019,11246,4,1,0,1,7,7,5,6,6,4,7,26.4,-26.4,26.4
38,17,16,28,16,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.595,13513,8,0,0,2,4,2,4,1,1,5,7,70.2,-20.2,20.2
13,13,14,20,17,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.455,17046,8,0,1,1,5,6,5,6,3,1,7,47.85,32.15,32.15
102,13,15,19,16,1,24,20,60,90,0.33,0.2,0.47,90,0.47,0.308,38482,1,0,0,5,1,1,3,1,1,1,1,60.9,29.1,29.1
20,13,17,27,15,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.365,14613,1,1,0,3,4,3,4,4,2,3,6,51.45,-26.45,26.45
122,18,18,18,22,13,49,50,75,90,0.3,0.52,0.18,50,0.3,0.672,13928,9,0,1,1,6,3,1,5,3,1,7,70.2,-20.2,20.2
39,16,15,21,16,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.547,18245,2,0,1,8,1,1,7,1,1,2,1,26.4,-26.4,26.4
125,13,16,14,23,10,49,50,75,90,0.3,0.52,0.18,50,0.3,0.826,17462,9,0,0,4,5,3,6,5,2,6,6,70.2,-20.2,20.2
84,12,15,16,11,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.788,24383,5,0,1,4,4,4,4,4,4,4,5,51.45,-26.45,26.45
17,18,20,28,5,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.72,19864,9,0,1,1,3,3,2,8,1,1,9,70.2,-20.2,20.2
86,16,15,19,15,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.297,23895,9,0,0,3,4,5,4,7,2,2,8,68.95,1.05,1.05
130,18,20,24,13,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.865,22086,2,1,0,7,3,3,6,2,1,7,3,57.9,2.1,2.1
75,10,15,22,13,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.039,17961,4,0,0,7,1,1,8,1,1,5,1,41.5,28.5,28.5
2,16,14,18,13,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.787,28582,4,1,0,7,1,1,7,1,1,6,1,26.4,-26.4,26.4
111,18,16,19,24,10,12,20,45,70,0.4,0.34,0.26,70,0.26,0.428,17137,4,0,0,9,1,1,9,1,1,1,1,41.5,28.5,28.5
66,14,14,17,22,10,24,20,60,90,0.33,0.2,0.47,90,0.47,0.466,18949,8,0,1,3,7,3,3,4,2,4,6,60.9,29.1,29.1
91,12,13,24,23,2,14,30,50,95,0.33,0.29,0.38,50,0.29,0.327,12463,7,0,0,1,9,8,7,9,1,1,9,60.5,-10.5,10.5
98,16,15,22,12,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.271,47901,3,0,0,6,2,2,6,4,3,5,5,51.45,-26.45,26.45
35,15,17,17,14,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.557,35594,2,1,0,6,2,1,6,1,1,6,6,70.2,-20.2,20.2
58,15,16,22,10,9,12,20,45,70,0.4,0.34,0.26,70,0.26,0.173,18063,4,0,0,7,1,1,6,1,1,7,1,41.5,28.5,28.5
15,20,20,18,7,0,1,0,30,60,0.38,0.36,0.26,0,0.38,0.797,25619,5,0,0,1,8,7,3,9,1,1,9,26.4,-26.4,26.4
9,13,17,19,20,12,12,20,45,70,0.4,0.34,0.26,70,0.26,0.284,17669,1,1,0,8,1,1,6,1,1,8,1,41.5,28.5,28.5
5,18,12,20,25,5,16,25,60,100,0.45,0.37,0.18,25,0.45,0.957,43867,3,0,1,9,1,1,9,1,1,7,1,51.45,-26.45,26.45
60,13,15,24,18,2,47,55,70,85,0.28,0.51,0.21,70,0.51,0.674,17105,3,0,1,9,1,1,6,1,1,7,1,68.95,1.05,1.05
61,14,10,24,22,0,47,55,70,85,0.28,0.51,0.21,70,0.51,0.846,29421,2,0,1,9,1,1,4,1,1,9,1,68.95,1.05,1.05
64,13,19,25,23,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.99,21171,3,1,0,1,9,9,8,8,1,1,9,26.4,-26.4,26.4
103,15,12,17,19,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.257,54396,7,0,1,1,5,8,3,6,1,1,9,26.4,-26.4,26.4
137,14,17,22,13,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.041,18497,10,0,0,2,4,4,6,4,1,1,4,51.45,-26.45,26.45
100,14,12,19,24,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.224,16328,2,0,1,7,1,1,2,1,1,7,1,41.5,28.5,28.5
3,18,17,24,10,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.926,38537,1,1,0,5,5,4,5,3,1,1,5,51.45,-26.45,26.45
30,9,9,22,9,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.033,13483,3,0,1,9,1,1,8,1,1,9,1,26.4,-26.4,26.4
12,18,18,17,14,3,24,20,60,90,0.33,0.2,0.47,90,0.47,0.946,16541,2,1,0,9,1,1,7,1,1,1,1,60.9,29.1,29.1
26,17,13,23,21,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.725,83152,3,1,0,9,1,1,9,1,4,9,1,68.95,1.05,1.05
76,12,17,18,8,11,41,0,40,95,0.27,0.4,0.33,40,0.4,0.103,16366,5,1,0,6,2,1,2,2,1,6,5,47.35,-7.35,7.35
25,14,14,22,20,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.311,20524,2,0,0,9,1,1,7,1,1,8,1,47.85,32.15,32.15
126,16,17,26,12,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.055,15841,5,1,0,5,3,2,5,4,1,6,6,70.2,-20.2,20.2
68,17,12,20,8,1,32,45,60,90,0.52,0.29,0.19,60,0.29,0.963,19472,10,1,0,7,2,1,6,1,1,7,3,57.9,2.1,2.1
109,13,14,18,14,13,9,15,70,80,0.45,0.29,0.26,80,0.26,0.235,28058,7,0,0,9,1,1,9,2,2,9,1,47.85,32.15,32.15
47,13,12,16,19,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.482,17295,8,0,1,4,4,4,4,4,1,4,5,47.85,32.15,32.15
93,15,19,21,12,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.861,19328,9,1,0,8,1,1,7,1,1,8,1,41.5,28.5,28.5
43,12,12,24,24,15,49,50,75,90,0.3,0.52,0.18,50,0.3,0.318,23328,5,0,0,9,8,7,6,4,3,4,5,70.2,-20.2,20.2
142,14,17,14,14,4,32,45,60,90,0.52,0.29,0.19,60,0.29,0.576,24941,7,0,0,1,5,1,4,1,1,1,7,57.9,2.1,2.1
59,16,8,23,25,3,24,20,60,90,0.33,0.2,0.47,90,0.47,0.705,14749,9,0,1,3,2,1,1,1,1,6,2,60.9,29.1,29.1
121,9,18,21,16,2,14,30,50,95,0.33,0.29,0.38,50,0.29,0.471,11970,10,0,0,2,4,4,9,7,1,3,9,60.5,-10.5,10.5
144,15,18,20,23,15,47,55,70,85,0.28,0.51,0.21,70,0.51,0.338,18279,10,1,0,8,1,1,8,1,1,7,3,68.95,1.05,1.05
27,11,9,21,27,13,24,20,60,90,0.33,0.2,0.47,90,0.47,0.667,12649,4,0,0,9,1,1,9,1,1,7,1,60.9,29.1,29.1
78,11,9,18,19,16,49,50,75,90,0.3,0.52,0.18,50,0.3,0.974,28420,7,1,0,6,3,2,7,2,2,2,3,70.2,-20.2,20.2
149,14,14,19,7,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.599,13317,9,1,0,8,1,1,4,1,1,7,1,41.5,28.5,28.5
124,14,11,20,23,11,1,0,30,60,0.38,0.36,0.26,0,0.38,0.78,26598,3,0,0,2,4,3,6,3,2,5,6,26.4,-26.4,26.4
105,16,13,21,13,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.308,18223,2,0,0,6,1,1,5,1,1,6,2,60.5,-10.5,10.5
112,19,19,24,12,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.954,20062,8,0,0,4,6,5,6,6,2,3,7,70.2,-20.2,20.2
16,13,16,18,24,7,24,20,60,90,0.33,0.2,0.47,90,0.47,0.024,51929,4,0,1,4,2,4,7,2,2,4,4,60.9,29.1,29.1
1,13,12,19,17,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.722,17304,7,1,0,1,6,8,7,7,1,1,9,26.4,-26.4,26.4
92,15,16,21,20,9,24,20,60,90,0.33,0.2,0.47,90,0.47,0.104,49754,3,0,1,7,2,2,6,2,2,6,2,60.9,29.1,29.1
138,14,13,18,19,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.677,27492,3,1,0,7,2,2,3,1,1,6,1,60.5,-10.5,10.5
87,20,19,23,23,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.891,18434,7,0,1,1,4,1,3,1,1,1,9,51.45,-26.45,26.45
8,20,20,4,22,0,32,45,60,90,0.52,0.29,0.19,60,0.29,0.73,16230,4,0,1,5,1,1,8,1,1,6,3,57.9,2.1,2.1
110,15,13,20,15,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.058,21930,10,0,0,3,7,7,6,6,1,2,6,70.2,-20.2,20.2
95,13,13,20,18,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.643,11630,5,0,1,2,6,3,5,8,1,6,9,51.45,-26.45,26.45
67,7,15,19,19,14,12,20,45,70,0.4,0.34,0.26,70,0.26,0.413,60402,8,0,0,7,4,1,6,4,1,3,3,41.5,28.5,28.5
140,13,13,17,18,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.968,16574,1,1,0,4,6,7,3,6,1,2,8,51.45,-26.45,26.45
147,11,14,18,10,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.453,27897,4,0,1,2,6,3,9,7,2,1,5,26.4,-26.4,26.4
83,15,15,16,14,3,24,20,60,90,0.33,0.2,0.47,90,0.47,0.414,13096,2,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
62,14,13,16,17,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.422,13787,9,0,0,5,1,1,1,1,1,9,2,60.9,29.1,29.1
19,14,17,16,19,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.109,19946,9,0,0,4,7,7,5,6,3,4,8,70.2,-20.2,20.2
134,15,20,27,18,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.004,44487,10,0,0,3,8,8,8,8,3,6,8,70.2,-20.2,20.2
133,19,18,26,20,13,9,15,70,80,0.45,0.29,0.26,80,0.26,0.178,17097,10,1,0,9,1,1,9,1,1,6,1,47.85,32.15,32.15
33,9,15,6,11,13,47,55,70,85,0.28,0.51,0.21,70,0.51,0.062,20964,2,1,0,5,2,3,3,1,1,3,3,68.95,1.05,1.05
70,14,17,21,7,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.499,18522,9,0,0,9,1,1,5,1,1,1,1,41.5,28.5,28.5
150,12,15,9,5,10,16,25,60,100,0.45,0.37,0.18,25,0.45,0.201,27161,7,0,1,1,5,4,2,4,1,1,6,51.45,-26.45,26.45
28,9,15,21,24,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.974,28758,5,0,0,7,2,2,8,6,1,5,7,57.9,2.1,2.1
34,16,17,24,12,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.426,17153,7,0,1,1,2,8,2,5,1,2,8,47.85,32.15,32.15
129,14,16,17,15,14,1,0,30,60,0.38,0.36,0.26,0,0.38,0.96,38854,3,0,0,4,6,6,9,4,1,1,8,26.4,-26.4,26.4
115,12,13,15,19,10,32,45,60,90,0.52,0.29,0.19,60,0.29,0.781,13715,2,0,0,9,1,1,8,1,1,8,1,57.9,2.1,2.1
22,20,20,16,16,17,14,30,50,95,0.33,0.29,0.38,50,0.29,0.151,21611,9,0,0,5,5,5,5,7,1,5,8,60.5,-10.5,10.5
10,17,18,22,16,4,47,55,70,85,0.28,0.51,0.21,70,0.51,0.31,28483,10,0,0,6,5,5,7,3,3,1,6,68.95,1.05,1.05
40,12,12,28,28,0,14,30,50,95,0.33,0.29,0.38,50,0.29,0.043,26553,4,0,0,9,5,5,9,2,2,9,1,60.5,-10.5,10.5
148,14,10,18,14,9,12,20,45,70,0.4,0.34,0.26,70,0.26,0.607,17801,8,0,0,4,6,4,2,5,5,7,1,41.5,28.5,28.5
51,18,20,23,19,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.846,18706,3,0,0,4,6,1,1,3,1,4,8,51.45,-26.45,26.45
29,13,16,15,20,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.968,15293,5,1,0,6,2,1,7,1,1,5,3,70.2,-20.2,20.2
120,15,14,15,11,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.546,24953,7,1,0,3,1,1,1,2,1,1,1,57.9,2.1,2.1
106,15,15,20,11,11,1,0,30,60,0.38,0.36,0.26,0,0.38,0.022,12795,10,1,0,1,6,2,1,3,2,1,9,26.4,-26.4,26.4
7,16,14,17,17,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.842,24726,7,0,0,2,4,5,4,2,1,1,5,57.9,2.1,2.1
24,19,19,24,12,4,1,0,30,60,0.38,0.36,0.26,0,0.38,0.4,17089,1,1,0,1,7,5,5,5,1,2,8,26.4,-26.4,26.4
146,11,12,20,13,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.828,19932,1,0,0,6,3,2,2,2,2,6,3,70.2,-20.2,20.2
71,13,5,28,17,2,32,45,60,90,0.52,0.29,0.19,60,0.29,0.843,22846,9,1,0,9,4,1,4,4,2,5,6,57.9,2.1,2.1
119,17,16,18,4,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.407,22353,5,0,0,5,5,1,5,2,1,4,6,51.45,-26.45,26.45
37,11,14,23,22,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.644,19230,2,0,0,6,7,3,6,5,2,1,5,70.2,-20.2,20.2
44,17,16,25,15,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.102,11538,10,1,0,7,1,1,4,1,1,4,1,68.95,1.05,1.05
94,14,17,21,15,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.714,67588,2,1,0,7,2,1,2,1,1,5,2,68.95,1.05,1.05
141,13,13,17,22,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.977,27257,8,0,0,5,5,2,2,4,1,4,6,68.95,1.05,1.05
128,16,16,23,10,0,16,25,60,100,0.45,0.37,0.18,25,0.45,0.511,16479,10,0,0,2,3,1,3,2,1,5,6,51.45,-26.45,26.45
143,12,11,11,15,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.142,14118,1,0,0,3,4,5,6,7,8,1,2,70.2,-20.2,20.2
107,16,18,24,20,12,16,25,60,100,0.45,0.37,0.18,25,0.45,0.118,20478,9,1,0,1,9,8,2,8,1,1,9,51.45,-26.45,26.45
77,14,13,23,16,4,12,20,45,70,0.4,0.34,0.26,70,0.26,0.175,15766,3,0,1,8,1,1,6,1,1,7,1,41.5,28.5,28.5
55,16,17,20,18,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.041,14768,10,1,0,9,1,1,8,1,1,8,1,57.9,2.1,2.1
31,14,14,28,14,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.117,16741,3,0,0,9,1,1,7,1,1,9,1,41.5,28.5,28.5
65,13,11,22,24,12,16,25,60,100,0.45,0.37,0.18,25,0.45,0.426,10378,3,0,1,8,1,1,5,1,1,1,1,51.45,-26.45,26.45
85,17,15,22,10,4,1,0,30,60,0.38,0.36,0.26,0,0.38,0.868,16485,1,0,1,7,1,1,3,1,1,6,1,26.4,-26.4,26.4
53,12,17,21,11,5,12,20,45,70,0.4,0.34,0.26,70,0.26,0.937,18005,2,0,1,9,1,1,8,1,1,8,1,41.5,28.5,28.5
99,16,16,22,12,8,24,20,60,90,0.33,0.2,0.47,90,0.47,0.048,19211,10,0,1,2,8,8,8,8,5,2,8,60.9,29.1,29.1
113,14,16,16,16,9,12,20,45,70,0.4,0.34,0.26,70,0.26,0.648,16078,9,0,1,6,1,1,1,1,1,4,6,41.5,28.5,28.5
79,16,20,24,8,6,49,50,75,90,0.3,0.52,0.18,50,0.3,1,29127,3,0,1,7,1,1,7,1,1,6,2,70.2,-20.2,20.2
72,15,19,18,12,17,16,25,60,100,0.45,0.37,0.18,25,0.45,0.944,16723,3,0,0,6,1,1,3,1,1,4,4,51.45,-26.45,26.45
97,20,20,28,7,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.562,19212,1,0,1,6,1,1,7,1,1,6,1,51.45,-26.45,26.45
104,13,12,22,24,12,9,15,70,80,0.45,0.29,0.26,80,0.26,0.656,58710,4,1,0,4,7,6,5,6,6,4,4,47.85,32.15,32.15
108,12,15,18,23,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.608,17052,3,1,0,6,3,1,1,2,1,6,3,70.2,-20.2,20.2
49,19,17,24,8,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.815,17177,8,1,0,1,7,7,5,7,6,1,9,26.4,-26.4,26.4
90,11,14,8,8,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.262,11804,6,0,0,1,1,1,7,1,1,1,7,41.5,28.5,28.5
73,12,12,16,16,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.247,14558,4,0,1,9,1,1,9,1,1,9,1,60.9,29.1,29.1
11,11,13,24,22,15,14,30,50,95,0.33,0.29,0.38,50,0.29,0.416,9923,9,0,1,6,6,7,6,4,5,4,5,60.5,-10.5,10.5
23,15,16,18,25,10,49,50,75,90,0.3,0.52,0.18,50,0.3,0.836,19170,2,1,0,4,2,1,6,4,2,6,6,70.2,-20.2,20.2
114,18,18,23,21,7,41,0,40,95,0.27,0.4,0.33,40,0.4,0.375,20548,8,0,1,1,9,7,6,9,1,1,9,47.35,-7.35,7.35
127,19,17,23,13,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.413,15614,8,0,1,3,6,2,7,5,2,3,7,47.85,32.15,32.15
132,11,11,15,16,14,14,30,50,95,0.33,0.29,0.38,50,0.29,0.667,18987,10,0,1,2,1,3,4,5,1,2,7,60.5,-10.5,10.5
101,15,13,24,18,12,9,15,70,80,0.45,0.29,0.26,80,0.26,0.073,48720,6,0,0,7,1,1,3,1,1,3,1,47.85,32.15,32.15
41,14,12,16,18,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.049,35307,1,0,0,6,1,1,5,1,1,1,1,41.5,28.5,28.5
21,16,16,19,4,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.209,7457,3,0,1,9,1,1,9,1,1,9,1,41.5,28.5,28.5
69,14,14,18,19,3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.977,22675,6,0,1,2,7,1,5,1,1,3,7,60.5,-10.5,10.5
82,17,14,20,13,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.75,24938,5,0,1,3,7,8,3,6,1,3,7,51.45,-26.45,26.45
74,12,9,10,8,12,14,30,50,95,0.33,0.29,0.38,50,0.29,0.988,9779,4,0,1,9,1,1,9,1,1,1,1,60.5,-10.5,10.5
54,16,17,21,16,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.915,15035,9,0,1,4,3,3,4,3,1,6,6,26.4,-26.4,26.4
32,20,20,21,20,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.932,16649,5,1,0,6,3,1,6,1,1,5,4,57.9,2.1,2.1
14,11,13,22,21,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.636,3585,4,1,0,5,9,8,4,6,9,1,5,41.5,28.5,28.5
80,20,17,19,21,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.416,24445,1,0,0,2,3,1,5,1,1,3,4,26.4,-26.4,26.4
81,14,16,19,27,15,41,0,40,95,0.27,0.4,0.33,40,0.4,0.044,14737,9,1,0,7,3,1,2,1,1,4,3,47.35,-7.35,7.35
88,16,15,22,20,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.157,24751,9,0,0,1,1,1,1,1,1,1,1,41.5,28.5,28.5
45,16,18,21,10,5,32,45,60,90,0.52,0.29,0.19,60,0.29,0.944,23173,4,1,0,5,3,1,2,1,2,5,4,57.9,2.1,2.1
56,18,13,25,16,2,1,0,30,60,0.38,0.36,0.26,0,0.38,0.451,22549,3,0,0,1,7,7,6,8,4,1,9,26.4,-26.4,26.4
117,16,18,24,24,12,16,25,60,100,0.45,0.37,0.18,25,0.45,0.938,39265,4,1,0,3,6,2,1,2,1,1,9,51.45,-26.45,26.45
135,9,14,19,25,12,41,0,40,95,0.27,0.4,0.33,40,0.4,0.865,31622,10,0,0,3,2,4,9,3,1,5,1,47.35,-7.35,7.35
96,12,13,22,10,5,32,45,60,90,0.52,0.29,0.19,60,0.29,0.501,15214,9,0,0,3,1,1,3,4,1,2,5,57.9,2.1,2.1
48,18,20,17,9,7,14,30,50,95,0.33,0.29,0.38,50,0.29,0.495,11398,1,1,0,8,1,1,9,1,1,9,3,60.5,-10.5,10.5
52,17,17,24,15,10,1,0,30,60,0.38,0.36,0.26,0,0.38,0.583,17553,10,0,1,3,1,1,6,2,1,4,8,26.4,-26.4,26.4
123,20,20,16,13,18,9,15,70,80,0.45,0.29,0.26,80,0.26,0.168,49801,6,0,1,4,1,1,6,1,1,5,1,47.85,32.15,32.15
63,15,16,19,16,5,9,15,70,80,0.45,0.29,0.26,80,0.26,0.945,23070,10,1,0,9,1,1,9,1,1,9,1,47.85,32.15,32.15
136,14,16,21,12,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.694,16028,8,0,1,2,7,3,7,6,5,2,6,70.2,-20.2,20.2
46,4,4,20,8,13,14,30,50,95,0.33,0.29,0.38,50,0.29,0.311,25209,10,0,1,1,1,1,9,9,9,1,9,60.5,-10.5,10.5
118,6,11,23,21,10,41,0,40,95,0.27,0.4,0.33,40,0.4,0.792,18182,4,0,0,8,1,1,8,1,1,9,1,47.35,-7.35,7.35
4,19,19,17,13,3,24,20,60,90,0.33,0.2,0.47,90,0.47,0.033,11973,5,1,0,9,1,1,7,1,1,8,1,60.9,29.1,29.1
89,18,20,21,9,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.724,71413,6,0,0,3,6,2,7,2,1,2,7,51.45,-26.45,26.45
42,16,20,20,10,11,1,0,30,60,0.38,0.36,0.26,0,0.38,0.165,44808,4,0,0,1,8,7,8,3,3,1,9,26.4,-26.4,26.4
139,16,15,11,25,14,9,15,70,80,0.45,0.29,0.26,80,0.26,0.701,39293,9,0,0,5,3,3,3,5,4,5,4,47.85,32.15,32.15
50,18,20,24,4,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.432,39034,10,0,0,1,6,5,8,5,1,1,9,26.4,-26.4,26.4
131,13,14,21,18,8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.801,29299,4,0,0,5,2,5,5,7,1,4,7,60.5,-10.5,10.5
6,16,10,20,16,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.485,10565,5,1,0,9,1,1,9,1,1,9,1,47.85,32.15,32.15
18,12,18,23,14,9,41,0,40,95,0.27,0.4,0.33,40,0.4,0.283,18962,4,0,0,7,1,1,9,1,1,7,3,47.35,-7.35,7.35
145,13,12,16,21,11,24,20,60,90,0.33,0.2,0.47,90,0.47,0.188,35356,10,0,1,2,6,2,4,4,1,2,9,60.9,29.1,29.1
57,13,13,20,14,0,9,15,70,80,0.45,0.29,0.26,80,0.26,0.306,15399,8,0,1,2,2,2,2,2,3,2,5,47.85,32.15,32.15
36,16,15,23,15,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.671,17103,6,1,0,1,8,2,5,5,1,1,9,26.4,-26.4,26.4
116,10,9,21,19,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.589,13906,5,0,0,4,4,4,4,3,4,3,7,51.45,-26.45,26.45
38,17,16,28,16,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.394,10390,1,0,0,8,1,1,1,1,1,9,1,47.85,32.15,32.15
13,13,14,20,17,7,24,20,60,90,0.33,0.2,0.47,90,0.47,0.136,31145,10,0,1,3,4,4,5,4,4,2,2,60.9,29.1,29.1
102,13,15,19,16,1,9,15,70,80,0.45,0.29,0.26,80,0.26,0.637,22528,4,0,0,5,1,1,1,1,1,4,1,47.85,32.15,32.15
20,13,17,27,15,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.947,11437,5,0,1,3,3,3,4,6,3,3,6,47.85,32.15,32.15
122,18,18,18,22,13,24,20,60,90,0.33,0.2,0.47,90,0.47,0.085,33252,2,0,0,9,1,1,8,1,1,7,1,60.9,29.1,29.1
39,16,15,21,16,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.89,23425,5,1,0,6,2,1,3,1,1,3,3,47.35,-7.35,7.35
125,13,16,14,23,10,24,20,60,90,0.33,0.2,0.47,90,0.47,0.197,15504,3,1,0,9,2,2,6,1,1,8,2,60.9,29.1,29.1
84,12,15,16,11,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.015,30080,6,1,0,4,3,3,3,5,5,5,5,57.9,2.1,2.1
17,18,20,28,5,0,12,20,45,70,0.4,0.34,0.26,70,0.26,0.828,13789,2,0,0,9,1,1,3,1,1,9,1,41.5,28.5,28.5
