"workerid","IRIPT","IRIEC","ERQApp","ERQSupp","LSAS","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","reactionTime","faceID","faceValence","faceArousal","occludeFace","occludeWheel","happy","sad","anger","surprise","disgust","fear","content","disapp","EV","PE","absPE"
35,13,15,22,12,11,9,15,70,80,0.45,0.29,0.26,80,0.26,0.442,42797,1,-3,0,0,0,5,2,2,4,1,1,9,1,47.85,32.15,32.15
425,10,10,25,17,4,32,45,60,90,0.52,0.29,0.19,60,0.29,0.963,16946,4,0,0,0,1,3,5,1,1,1,1,3,6,57.9,2.1,2.1
371,11,10,22,16,10,49,50,75,90,0.3,0.52,0.18,50,0.3,0.199,26488,1,-3,0,0,1,2,8,7,3,8,6,1,7,70.2,-20.2,20.2
183,16,13,20,5,0,12,20,45,70,0.4,0.34,0.26,70,0.26,0.51,31317,1,-3,0,0,0,5,5,5,5,5,5,5,5,41.5,28.5,28.5
340,17,19,21,8,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.921,20215,35,3,4,1,0,6,1,1,6,3,1,6,4,70.2,-20.2,20.2
149,20,10,27,7,4,9,15,70,80,0.45,0.29,0.26,80,0.26,0.873,19621,32,0,4,1,0,8,1,1,9,1,1,1,1,47.85,32.15,32.15
236,20,20,28,4,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.467,29713,32,0,4,1,0,6,2,2,3,1,1,3,5,70.2,-20.2,20.2
201,15,14,13,14,12,41,0,40,95,0.27,0.4,0.33,40,0.4,0.615,23879,29,-3,4,1,0,6,1,1,6,1,1,7,4,47.35,-7.35,7.35
428,8,12,21,25,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.519,15918,29,-3,4,0,1,2,6,7,4,6,2,1,8,51.45,-26.45,26.45
251,16,10,22,21,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.679,18897,35,3,4,0,0,7,2,1,4,1,1,1,1,51.45,-26.45,26.45
334,16,16,24,10,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.47,30058,1,-3,0,0,1,5,5,5,5,5,5,5,6,41.5,28.5,28.5
73,8,13,15,21,15,12,20,45,70,0.4,0.34,0.26,70,0.26,0.451,17459,4,0,0,0,1,1,3,1,1,1,1,1,4,41.5,28.5,28.5
372,12,14,21,19,5,12,20,45,70,0.4,0.34,0.26,70,0.26,0.936,24246,29,-3,4,0,1,4,7,6,5,8,2,2,7,41.5,28.5,28.5
378,9,10,10,7,4,24,20,60,90,0.33,0.2,0.47,90,0.47,0.96,25534,32,0,4,1,0,9,1,1,9,1,1,1,1,60.9,29.1,29.1
317,9,8,12,14,1,14,30,50,95,0.33,0.29,0.38,50,0.29,0.457,34056,32,0,4,0,1,3,6,3,5,5,3,3,7,60.5,-10.5,10.5
247,17,10,23,19,0,41,0,40,95,0.27,0.4,0.33,40,0.4,0.799,29383,4,0,0,0,0,6,4,3,2,1,1,5,3,47.35,-7.35,7.35
74,15,9,16,21,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.637,14176,4,0,0,1,0,6,2,2,6,1,1,5,2,57.9,2.1,2.1
197,14,15,18,16,14,16,25,60,100,0.45,0.37,0.18,25,0.45,0.297,11948,7,3,0,0,0,3,3,7,5,2,2,4,6,51.45,-26.45,26.45
55,16,14,24,19,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.457,21970,7,3,0,0,0,8,2,2,6,2,2,5,2,47.85,32.15,32.15
163,14,6,12,19,16,14,30,50,95,0.33,0.29,0.38,50,0.29,0.27,46822,7,3,0,1,0,5,5,5,4,2,2,5,3,60.5,-10.5,10.5
290,13,16,20,17,12,9,15,70,80,0.45,0.29,0.26,80,0.26,0.647,29553,29,-3,4,1,0,8,1,1,7,1,1,7,1,47.85,32.15,32.15
235,10,15,24,13,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.526,22974,7,3,0,1,0,5,1,1,6,1,1,1,1,60.5,-10.5,10.5
426,16,17,21,24,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.646,24578,32,0,4,0,0,7,1,1,7,1,1,1,1,47.35,-7.35,7.35
68,16,15,25,19,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.836,13393,35,3,4,0,0,8,1,1,6,1,1,7,1,41.5,28.5,28.5
300,11,15,16,15,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.733,23998,29,-3,4,1,0,7,2,2,7,2,2,7,2,47.35,-7.35,7.35
295,11,14,21,4,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.837,47265,4,0,0,0,0,7,1,1,6,1,1,6,1,47.85,32.15,32.15
225,7,16,17,5,13,16,25,60,100,0.45,0.37,0.18,25,0.45,0.66,86858,35,3,4,1,0,3,7,7,3,6,4,1,9,51.45,-26.45,26.45
127,16,13,24,18,17,41,0,40,95,0.27,0.4,0.33,40,0.4,0.878,14144,35,3,4,1,0,6,1,1,3,1,1,8,2,47.35,-7.35,7.35
53,13,12,19,18,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.233,17487,4,0,0,0,1,3,1,2,5,1,1,5,1,70.2,-20.2,20.2
398,10,10,22,14,4,12,20,45,70,0.4,0.34,0.26,70,0.26,0.637,27228,29,-3,4,0,0,3,4,7,5,7,2,2,4,41.5,28.5,28.5
169,15,14,20,9,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.333,27883,4,0,0,0,0,3,3,4,2,4,1,1,6,68.95,1.05,1.05
438,15,16,10,20,13,49,50,75,90,0.3,0.52,0.18,50,0.3,0.35,15906,1,-3,0,1,0,6,2,1,2,1,1,8,2,70.2,-20.2,20.2
172,14,13,10,16,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.101,11902,1,-3,0,1,0,8,1,1,9,1,1,6,1,47.85,32.15,32.15
298,15,14,20,15,14,32,45,60,90,0.52,0.29,0.19,60,0.29,0.476,21081,35,3,4,0,0,9,1,1,4,1,1,1,1,57.9,2.1,2.1
155,9,20,9,19,12,14,30,50,95,0.33,0.29,0.38,50,0.29,0.077,19536,35,3,4,0,0,7,1,1,8,1,1,9,1,60.5,-10.5,10.5
115,13,15,18,11,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.394,24562,35,3,4,0,0,9,1,1,9,1,1,8,1,47.85,32.15,32.15
133,16,14,17,14,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.659,15756,35,3,4,0,0,9,1,1,5,1,1,7,1,68.95,1.05,1.05
193,8,11,22,21,12,32,45,60,90,0.52,0.29,0.19,60,0.29,0.92,29465,1,-3,0,0,1,4,5,3,1,5,1,4,7,57.9,2.1,2.1
322,15,15,26,12,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.97,32936,35,3,4,0,1,9,2,2,8,1,1,8,1,60.5,-10.5,10.5
90,17,15,21,20,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.048,29170,32,0,4,0,1,5,2,1,8,1,3,5,4,51.45,-26.45,26.45
6,13,10,24,9,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.979,19918,35,3,4,1,0,9,1,1,7,1,1,1,1,47.85,32.15,32.15
419,19,11,24,19,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.252,51165,29,-3,4,1,0,9,1,1,6,1,1,6,1,47.85,32.15,32.15
24,16,12,18,16,8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.09,15808,7,3,0,0,0,7,3,3,4,2,2,3,4,47.35,-7.35,7.35
450,17,19,25,19,7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.789,24699,7,3,0,1,0,8,1,1,7,1,1,9,1,41.5,28.5,28.5
436,13,13,19,19,10,24,20,60,90,0.33,0.2,0.47,90,0.47,0.549,28305,29,-3,4,0,1,3,2,3,3,8,3,3,7,60.9,29.1,29.1
406,11,14,26,10,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.181,63282,1,-3,0,0,0,1,6,5,1,6,1,1,9,41.5,28.5,28.5
60,15,13,26,22,5,49,50,75,90,0.3,0.52,0.18,50,0.3,0.496,32681,32,0,4,0,1,4,6,3,8,1,1,4,7,70.2,-20.2,20.2
157,15,16,20,14,5,9,15,70,80,0.45,0.29,0.26,80,0.26,0.295,32272,35,3,4,0,1,8,1,1,7,1,1,1,2,47.85,32.15,32.15
39,20,20,28,10,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.59,27825,7,3,0,0,1,7,1,1,4,1,1,7,1,47.85,32.15,32.15
156,13,14,10,16,16,16,25,60,100,0.45,0.37,0.18,25,0.45,0.115,19571,4,0,0,0,1,1,1,1,1,3,1,5,4,51.45,-26.45,26.45
427,12,10,17,7,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.045,28015,29,-3,4,0,0,2,4,6,1,7,1,2,8,60.5,-10.5,10.5
18,17,11,23,4,0,9,15,70,80,0.45,0.29,0.26,80,0.26,0.433,14461,4,0,0,0,0,9,1,1,9,1,1,1,1,47.85,32.15,32.15
457,15,15,12,14,15,16,25,60,100,0.45,0.37,0.18,25,0.45,0.854,21104,29,-3,4,0,0,5,6,4,7,5,3,5,8,51.45,-26.45,26.45
228,19,18,24,11,0,14,30,50,95,0.33,0.29,0.38,50,0.29,0.111,46479,7,3,0,1,0,7,2,1,3,1,1,1,1,60.5,-10.5,10.5
361,20,20,28,4,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.39,26057,1,-3,0,0,1,1,7,9,2,9,5,1,9,70.2,-20.2,20.2
249,10,12,18,16,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.158,23316,32,0,4,1,0,8,1,1,6,1,2,1,3,68.95,1.05,1.05
377,13,13,24,21,9,24,20,60,90,0.33,0.2,0.47,90,0.47,0.321,28497,1,-3,0,0,0,8,2,2,8,2,4,9,2,60.9,29.1,29.1
174,9,12,17,16,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.376,22292,7,3,0,0,1,6,1,2,6,2,1,8,5,47.85,32.15,32.15
415,12,12,18,12,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.932,13457,35,3,4,0,0,7,1,1,6,1,1,7,2,57.9,2.1,2.1
452,9,11,15,14,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.073,10680,32,0,4,0,1,7,3,3,6,3,3,7,3,47.85,32.15,32.15
441,14,17,17,21,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.922,30126,4,0,0,0,1,6,2,1,6,1,1,5,1,57.9,2.1,2.1
137,12,12,17,21,10,49,50,75,90,0.3,0.52,0.18,50,0.3,0.928,18787,35,3,4,0,1,7,1,3,5,3,2,7,3,70.2,-20.2,20.2
362,10,14,12,20,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.977,20298,35,3,4,0,1,7,2,2,8,2,2,6,2,57.9,2.1,2.1
12,16,16,16,16,10,32,45,60,90,0.52,0.29,0.19,60,0.29,0.536,31953,1,-3,0,0,0,1,2,6,1,6,1,2,4,57.9,2.1,2.1
59,13,15,19,15,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.232,38079,29,-3,4,0,1,2,7,6,3,6,1,3,8,41.5,28.5,28.5
231,14,14,23,18,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.938,25921,4,0,0,1,0,7,4,2,5,3,3,6,4,57.9,2.1,2.1
103,17,10,19,22,15,12,20,45,70,0.4,0.34,0.26,70,0.26,0.286,23583,35,3,4,1,0,9,1,1,9,1,1,9,1,41.5,28.5,28.5
140,14,11,23,24,11,9,15,70,80,0.45,0.29,0.26,80,0.26,0.835,50228,7,3,0,0,1,5,1,1,3,1,1,1,1,47.85,32.15,32.15
190,14,10,16,24,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.225,31828,7,3,0,0,0,6,2,1,6,1,1,8,2,60.9,29.1,29.1
284,13,16,23,16,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.721,39672,29,-3,4,0,1,1,7,9,5,7,2,1,8,60.5,-10.5,10.5
431,13,15,22,18,3,12,20,45,70,0.4,0.34,0.26,70,0.26,0.291,66409,4,0,0,0,1,2,5,7,5,7,1,1,8,41.5,28.5,28.5
99,16,16,18,16,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.777,13728,7,3,0,0,0,8,1,1,1,1,1,5,1,47.85,32.15,32.15
288,20,20,13,13,5,14,30,50,95,0.33,0.29,0.38,50,0.29,0.476,31904,7,3,0,0,1,6,1,1,1,1,1,6,1,60.5,-10.5,10.5
147,8,10,23,18,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.29,14915,1,-3,0,1,0,9,1,1,7,1,1,8,1,47.85,32.15,32.15
286,15,12,20,17,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.227,31216,35,3,4,1,0,7,2,1,4,1,1,1,4,70.2,-20.2,20.2
122,9,16,16,18,10,47,55,70,85,0.28,0.51,0.21,70,0.51,0.529,111781,29,-3,4,1,0,9,1,1,7,1,1,8,1,68.95,1.05,1.05
207,13,18,20,8,5,32,45,60,90,0.52,0.29,0.19,60,0.29,0.783,17591,7,3,0,1,0,7,1,1,4,1,1,7,1,57.9,2.1,2.1
202,18,15,24,19,7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.233,27800,32,0,4,0,0,9,1,1,9,1,1,9,1,41.5,28.5,28.5
279,18,12,16,22,12,41,0,40,95,0.27,0.4,0.33,40,0.4,0.361,31244,4,0,0,1,0,4,2,2,2,2,2,2,6,47.35,-7.35,7.35
414,13,14,17,17,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.245,19271,7,3,0,0,1,5,3,1,3,1,1,6,2,70.2,-20.2,20.2
19,16,16,24,15,2,32,45,60,90,0.52,0.29,0.19,60,0.29,0.486,14901,29,-3,4,0,1,1,4,7,7,9,1,1,9,57.9,2.1,2.1
121,12,12,24,24,0,41,0,40,95,0.27,0.4,0.33,40,0.4,0.344,27232,4,0,0,0,0,7,1,1,7,1,1,7,1,47.35,-7.35,7.35
296,15,15,23,14,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.047,26127,1,-3,0,0,0,5,6,3,1,1,1,2,6,51.45,-26.45,26.45
275,14,17,16,15,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.89,36552,29,-3,4,0,1,1,7,7,5,9,3,1,9,41.5,28.5,28.5
239,14,12,28,14,3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.919,34402,7,3,0,0,0,9,1,1,5,1,1,9,1,60.5,-10.5,10.5
204,11,10,9,10,16,12,20,45,70,0.4,0.34,0.26,70,0.26,0.206,36828,1,-3,0,0,1,1,1,1,1,1,1,1,1,41.5,28.5,28.5
58,14,9,13,19,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.835,29681,4,0,0,0,0,5,4,5,6,6,2,4,6,70.2,-20.2,20.2
206,10,14,18,18,12,14,30,50,95,0.33,0.29,0.38,50,0.29,0.894,40855,4,0,0,1,0,5,5,7,4,5,7,5,6,60.5,-10.5,10.5
237,19,20,21,21,12,49,50,75,90,0.3,0.52,0.18,50,0.3,0.904,28127,1,-3,0,0,0,8,1,1,6,1,1,8,1,70.2,-20.2,20.2
175,10,7,16,19,0,41,0,40,95,0.27,0.4,0.33,40,0.4,0.872,26588,4,0,0,0,1,1,1,1,1,1,1,1,1,47.35,-7.35,7.35
181,12,13,16,23,17,14,30,50,95,0.33,0.29,0.38,50,0.29,0.096,24471,29,-3,4,0,1,1,1,7,1,6,1,1,3,60.5,-10.5,10.5
150,17,16,23,8,4,12,20,45,70,0.4,0.34,0.26,70,0.26,0.78,26332,7,3,0,0,0,8,1,1,7,1,1,6,1,41.5,28.5,28.5
354,16,16,23,14,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.584,43110,35,3,4,1,0,6,5,3,6,2,6,3,4,57.9,2.1,2.1
108,10,16,20,21,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.516,20134,35,3,4,0,1,8,2,2,7,2,2,2,2,57.9,2.1,2.1
311,12,16,20,13,10,24,20,60,90,0.33,0.2,0.47,90,0.47,0.499,22066,4,0,0,0,0,1,8,7,3,6,6,1,7,60.9,29.1,29.1
80,14,18,27,9,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.319,25550,7,3,0,0,1,6,1,1,1,4,1,5,3,70.2,-20.2,20.2
433,20,16,28,18,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.422,10233,32,0,4,1,0,5,5,5,5,5,5,5,5,51.45,-26.45,26.45
283,14,13,22,12,12,12,20,45,70,0.4,0.34,0.26,70,0.26,0.434,36772,29,-3,4,0,0,2,6,8,2,8,2,3,2,41.5,28.5,28.5
77,17,13,24,15,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.514,33421,7,3,0,1,0,7,4,1,3,1,1,6,4,51.45,-26.45,26.45
292,16,15,25,16,12,49,50,75,90,0.3,0.52,0.18,50,0.3,0.739,73281,4,0,0,0,1,2,3,6,3,2,8,4,2,70.2,-20.2,20.2
440,20,19,25,13,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.379,17878,29,-3,4,0,0,2,3,6,2,5,6,1,3,70.2,-20.2,20.2
27,13,11,20,21,5,32,45,60,90,0.52,0.29,0.19,60,0.29,0.642,22650,7,3,0,1,0,7,2,2,2,1,1,7,3,57.9,2.1,2.1
430,19,19,25,13,8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.166,15000,32,0,4,0,0,6,3,1,8,1,1,6,1,60.5,-10.5,10.5
261,15,6,20,13,5,16,25,60,100,0.45,0.37,0.18,25,0.45,0.718,19697,32,0,4,0,0,6,1,1,3,1,1,2,1,51.45,-26.45,26.45
344,7,11,9,17,18,47,55,70,85,0.28,0.51,0.21,70,0.51,0.87,36408,35,3,4,1,0,7,1,1,3,1,1,8,1,68.95,1.05,1.05
281,20,20,26,13,4,14,30,50,95,0.33,0.29,0.38,50,0.29,0.251,43746,1,-3,0,0,0,1,5,5,1,3,1,1,7,60.5,-10.5,10.5
346,13,11,20,15,12,24,20,60,90,0.33,0.2,0.47,90,0.47,0.579,23627,7,3,0,0,0,9,1,1,7,1,2,8,1,60.9,29.1,29.1
146,14,16,24,15,14,49,50,75,90,0.3,0.52,0.18,50,0.3,0.271,20621,1,-3,0,0,1,1,1,5,1,8,1,1,9,70.2,-20.2,20.2
408,11,11,13,24,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.363,34779,32,0,4,0,1,3,5,7,2,1,1,5,3,60.5,-10.5,10.5
380,14,17,26,14,10,41,0,40,95,0.27,0.4,0.33,40,0.4,0.499,26459,7,3,0,1,0,7,2,1,8,1,1,8,3,47.35,-7.35,7.35
65,15,16,20,9,3,16,25,60,100,0.45,0.37,0.18,25,0.45,0.254,11079,35,3,4,0,0,8,2,2,6,2,2,7,2,51.45,-26.45,26.45
294,13,13,23,18,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.881,34174,29,-3,4,0,0,3,3,1,6,1,1,4,2,47.85,32.15,32.15
382,12,16,23,12,4,24,20,60,90,0.33,0.2,0.47,90,0.47,0.518,14621,35,3,4,0,0,9,1,1,5,1,1,8,1,60.9,29.1,29.1
434,10,20,20,10,9,24,20,60,90,0.33,0.2,0.47,90,0.47,0.246,38917,29,-3,4,1,0,8,1,1,7,1,1,7,1,60.9,29.1,29.1
67,11,13,18,12,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.523,20002,29,-3,4,1,0,6,4,1,4,1,1,5,4,60.5,-10.5,10.5
11,12,10,8,24,15,47,55,70,85,0.28,0.51,0.21,70,0.51,0.104,60487,7,3,0,1,0,9,1,1,5,1,1,9,1,68.95,1.05,1.05
148,14,14,20,15,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.227,19254,32,0,4,1,0,7,1,1,6,1,1,1,1,60.9,29.1,29.1
208,17,20,23,7,14,12,20,45,70,0.4,0.34,0.26,70,0.26,0.287,17369,7,3,0,0,1,6,1,1,2,1,1,1,1,41.5,28.5,28.5
205,11,10,24,24,1,9,15,70,80,0.45,0.29,0.26,80,0.26,0.009,57773,1,-3,0,0,0,6,3,3,1,3,1,7,5,47.85,32.15,32.15
185,10,10,28,4,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.109,6504,32,0,4,0,0,5,1,1,9,1,1,9,1,51.45,-26.45,26.45
168,13,14,24,9,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.034,46499,1,-3,0,0,0,4,6,5,5,5,5,3,3,70.2,-20.2,20.2
219,15,20,24,8,3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.854,41735,32,0,4,0,0,6,1,1,5,1,1,4,1,60.5,-10.5,10.5
159,19,20,28,11,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.322,32982,32,0,4,1,0,9,1,1,8,1,1,7,1,60.9,29.1,29.1
337,19,15,22,17,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.323,16263,32,0,4,0,0,8,1,1,9,1,1,5,2,47.85,32.15,32.15
403,16,17,24,22,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.353,28214,1,-3,0,0,0,3,2,1,1,1,1,3,3,41.5,28.5,28.5
110,16,19,19,13,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.03,68468,35,3,4,1,0,5,6,5,5,5,1,4,7,51.45,-26.45,26.45
303,20,19,27,6,10,14,30,50,95,0.33,0.29,0.38,50,0.29,0.098,36707,29,-3,4,0,1,1,9,7,6,9,2,2,9,60.5,-10.5,10.5
216,14,13,20,20,3,24,20,60,90,0.33,0.2,0.47,90,0.47,0.333,45311,1,-3,0,0,1,4,3,5,2,4,2,6,4,60.9,29.1,29.1
104,14,12,17,14,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.657,54788,4,0,0,0,1,5,2,2,2,2,1,1,1,68.95,1.05,1.05
252,15,19,21,19,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.665,13657,32,0,4,0,0,9,1,1,8,1,1,7,1,47.85,32.15,32.15
83,13,14,22,11,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.976,40497,4,0,0,1,0,9,1,1,8,1,3,4,1,47.85,32.15,32.15
123,15,14,17,18,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.938,16578,7,3,0,1,0,4,4,5,5,5,4,5,6,51.45,-26.45,26.45
465,17,18,28,10,14,12,20,45,70,0.4,0.34,0.26,70,0.26,0.554,21188,7,3,0,0,0,6,1,1,2,1,1,9,1,41.5,28.5,28.5
302,19,12,22,26,7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.811,21386,7,3,0,0,0,9,1,1,5,1,1,1,1,41.5,28.5,28.5
274,12,10,21,21,13,16,25,60,100,0.45,0.37,0.18,25,0.45,0.877,19860,7,3,0,1,0,6,7,5,5,3,3,3,7,51.45,-26.45,26.45
234,15,16,22,9,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.079,16429,35,3,4,0,0,8,1,1,4,1,1,8,1,70.2,-20.2,20.2
79,12,17,18,6,0,9,15,70,80,0.45,0.29,0.26,80,0.26,0.731,40326,29,-3,4,0,0,6,3,1,9,1,1,1,1,47.85,32.15,32.15
386,13,14,25,23,8,49,50,75,90,0.3,0.52,0.18,50,0.3,0.954,26097,7,3,0,1,0,8,2,3,5,3,1,6,2,70.2,-20.2,20.2
171,13,12,17,18,5,49,50,75,90,0.3,0.52,0.18,50,0.3,0.308,20065,7,3,0,1,0,5,2,1,4,1,1,2,2,70.2,-20.2,20.2
391,14,14,18,18,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.433,24697,7,3,0,0,0,4,3,3,1,1,1,3,2,70.2,-20.2,20.2
271,14,13,23,15,4,47,55,70,85,0.28,0.51,0.21,70,0.51,0.569,23341,32,0,4,0,1,6,3,3,7,2,1,5,3,68.95,1.05,1.05
82,16,15,16,12,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.403,19902,7,3,0,0,0,3,1,1,1,1,1,6,3,70.2,-20.2,20.2
400,18,15,15,12,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.471,22410,35,3,4,0,1,7,1,1,4,1,1,1,1,60.9,29.1,29.1
358,13,16,20,14,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.945,51268,29,-3,4,0,1,1,2,4,3,2,5,1,9,68.95,1.05,1.05
246,12,9,12,17,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.793,24559,29,-3,4,1,0,9,1,1,7,1,1,7,1,47.85,32.15,32.15
327,12,15,21,24,7,14,30,50,95,0.33,0.29,0.38,50,0.29,0.843,19002,4,0,0,0,0,5,5,5,5,5,5,5,5,60.5,-10.5,10.5
10,20,19,24,8,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.061,51756,1,-3,0,1,0,4,2,1,3,1,1,4,7,70.2,-20.2,20.2
338,16,20,21,15,8,9,15,70,80,0.45,0.29,0.26,80,0.26,0.062,37909,29,-3,4,0,1,3,6,9,3,9,3,3,6,47.85,32.15,32.15
461,17,11,15,19,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.327,43914,32,0,4,0,0,5,5,2,6,2,2,4,3,68.95,1.05,1.05
309,14,20,25,9,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.481,24928,4,0,0,0,1,5,5,5,5,5,5,7,5,70.2,-20.2,20.2
180,9,9,16,15,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.651,20398,32,0,4,1,0,8,1,1,6,1,1,5,3,68.95,1.05,1.05
397,17,17,25,24,13,47,55,70,85,0.28,0.51,0.21,70,0.51,0.689,13301,29,-3,4,0,1,1,3,7,6,9,1,1,9,68.95,1.05,1.05
124,18,20,22,14,3,32,45,60,90,0.52,0.29,0.19,60,0.29,0.019,33621,29,-3,4,0,1,1,8,8,6,8,5,1,9,57.9,2.1,2.1
215,15,16,19,18,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.834,51907,7,3,0,0,0,7,2,1,5,2,1,6,3,60.5,-10.5,10.5
395,13,16,22,15,8,24,20,60,90,0.33,0.2,0.47,90,0.47,0.71,37776,29,-3,4,0,0,3,4,8,5,6,1,4,6,60.9,29.1,29.1
336,12,13,17,16,10,24,20,60,90,0.33,0.2,0.47,90,0.47,0.153,18348,35,3,4,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
282,7,16,12,12,13,12,20,45,70,0.4,0.34,0.26,70,0.26,0.441,34462,32,0,4,1,0,9,1,1,9,1,1,8,1,41.5,28.5,28.5
416,14,15,23,13,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.19,24895,32,0,4,0,0,3,1,1,7,2,1,2,6,60.9,29.1,29.1
254,15,13,27,9,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.652,26395,4,0,0,0,1,3,1,1,1,1,1,4,1,70.2,-20.2,20.2
448,13,12,20,17,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.602,13396,1,-3,0,0,1,5,5,5,5,5,5,5,5,68.95,1.05,1.05
105,19,20,9,19,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.299,22118,35,3,4,1,0,6,1,1,3,1,1,6,1,60.9,29.1,29.1
138,17,19,28,9,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.936,19315,32,0,4,0,1,3,3,6,9,4,3,3,6,60.9,29.1,29.1
151,13,9,16,17,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.614,11397,35,3,4,0,1,8,1,1,9,1,1,1,1,51.45,-26.45,26.45
213,12,12,18,17,4,41,0,40,95,0.27,0.4,0.33,40,0.4,0.432,18691,7,3,0,0,1,3,4,2,1,1,1,4,1,47.35,-7.35,7.35
51,15,17,26,7,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.315,26179,7,3,0,0,0,7,1,1,7,1,1,8,1,41.5,28.5,28.5
